gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
896307451	http://arctosdb.org/home/data/			https://creativecommons.org/licenses/by-nc-sa/3.0	2025-08-08 01:56:00.055973					MLZ	https://arctos.database.museum/collection/MLZ:Mamm		MLZ	Mammalogy			PreservedSpecimen			"[{""attribute_date"": ""1937-05-22"", ""attribute_type"": ""sex"", ""attribute_units"": null, ""attribute_value"": ""male"", ""attribute_method"": null, ""attribute_remark"": null, ""attribute_determiner"": ""Chester C. Lamb""}]"	https://arctos.database.museum/guid/MLZ:Mamm:951	MLZ:Mamm:951	24123	Collector(s): Chester C. Lamb					male							wild				skin; skull							collector number 24123 | Moore Laboratory of Zoology identifier M-U'350	FLAT SKIN AND SKULL					"[{""idby"": ""Chester C. Lamb"", ""made_date"": null, ""concept_label"": null, ""short_citation"": null, ""scientific_name"": ""Lutra longicaudis"", ""sensu_publication"": null, ""identification_taxa"": [{""taxon"": {""ftn"": ""Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Lutrinae, Lutra, Lutra longicaudis"", ""name"": ""Lutra longicaudis"", ""ctrms"": [{""psn"": 1, ""typ"": ""kingdom"", ""term"": ""Animalia""}, {""psn"": 2, ""typ"": ""phylum"", ""term"": ""Chordata""}, {""psn"": 3, ""typ"": ""class"", ""term"": ""Mammalia""}, {""psn"": 4, ""typ"": ""order"", ""term"": ""Carnivora""}, {""psn"": 5, ""typ"": ""suborder"", ""term"": ""Caniformia""}, {""psn"": 6, ""typ"": ""family"", ""term"": ""Mustelidae""}, {""psn"": 7, ""typ"": ""subfamily"", ""term"": ""Lutrinae""}, {""psn"": 8, ""typ"": ""genus"", ""term"": ""Lutra""}, {""psn"": 9, ""typ"": ""species"", ""term"": ""Lutra longicaudis""}], ""nctrms"": [{""typ"": ""display_name"", ""term"": ""<i>Lutra longicaudis</i>""}, {""typ"": ""nomenclatural_code"", ""term"": ""ICZN""}, {""typ"": ""scientific_name"", ""term"": ""Lutra longicaudis""}, {""typ"": ""source_authority"", ""term"": ""Museum of Southwestern Biology""}, {""typ"": ""taxon_status"", ""term"": ""valid""}], ""source"": ""Arctos"", ""classification_id"": ""https://arctos.database.museum/name/Lutra longicaudis#Arctos""}, ""taxon_id"": ""https://arctos.database.museum/name/Lutra longicaudis"", ""variable"": ""A""}], ""identification_order"": 1, ""identification_agents"": [{""agent_name"": ""Chester C. Lamb"", ""agent_identifier"": ""https://arctos.database.museum/agent/10001363"", ""identifier_order"": 1}], ""identification_remarks"": ""Former nature_of_id: legacy."", ""identification_attributes"": null}]"										1937-05-22/1937-05-22	1937-05-22			1937	05	22	22 MAY 1937										Mexico, Chihuahua					Mexico		Chihuahua			E slope Cerro Mohinora, near Guadalupe y Calvo, Imperial Valley	MT MOHINORA: E SIDE	2438	3139								unknown		25.932421	-106.998425	World Geodetic System 1984	3836											unknown	2012-07-08 00:00:00	GeoLocate	GeoLocate																								Chester C. Lamb					Former nature_of_id: legacy.									Lutra longicaudis							Animalia, Chordata, Mammalia, Carnivora, Caniformia, Mustelidae, Lutrinae, Lutra, Lutra longicaudis	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lutra							species							
891774917				https://creativecommons.org/licenses/by/4.0/	2025-07-31T04:10:19Z		https://www.inaturalist.org/observations/482969	Luis Morales					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				http://conabio.inaturalist.org/observations/482969	482969		Luis Morales																																							2013-12-12							2013-12-12																MX	Nayarit				San Francisco (San Pancho) Nayarit												20.899771	-105.416243	EPSG:4326	124																																		673990489				Luis Morales		2025-07-31T03:49:05Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
891773802				https://creativecommons.org/licenses/by/4.0/	2025-07-31T03:56:13Z		https://www.inaturalist.org/observations/480716	Luis Morales					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				http://conabio.inaturalist.org/observations/480716	480716		Luis Morales																								Un ejemplar visto alimentándose y muy curioso. Se acercó bastante a la orilla del estero a observar a un grupo que estabamos observando aves.															2013-12-12							2013-12-12																MX	Nayarit				Nayarit, MX												20.900598	-105.41612	EPSG:4326																																			673990481				Luis Morales		2025-07-31T03:49:04Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
891734815				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T03:56:01Z		https://www.inaturalist.org/observations/384045	Andrea Cantú					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation				http://conabio.inaturalist.org/observations/384045	384045		Andrea Cantú																																							2012-09-14							2012-09-14																MX	Veracruz				minatitlan, veracruz												17.988963	-94.54697	EPSG:4326	6448																																		673990462				Juan Cruzado Cortés		2025-07-31T03:49:01Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
891028599				https://creativecommons.org/licenses/by-nc/4.0/	2025-07-31T03:55:50Z		https://www.inaturalist.org/observations/424295	Biodiverso					iNaturalist	Observations	iNaturalist research-grade observations		HumanObservation	Coordinate uncertainty increased to 30472m at the request of the observer			http://conabio.inaturalist.org/observations/424295	424295		Biodiverso																																							2013-06-24							2013-06-24																MX	Jalisco				Jalisco, MX												20.4071435753	-103.8987077757	EPSG:4326	30472																																		673990061				Biodiverso		2025-07-31T03:47:43Z				1596108								Lontra annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra							species							
859472799	http://www.vertnet.org/resources/norms.html		en	http://creativecommons.org/publicdomain/zero/1.0	2013-08-07				PhysicalObject	urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen				urn:catalog:AMNH:Mammals:M-25050	M-25050		J. H. Batty		1			unknown						native				present																								1904-01-01		2	2	1904	1	1	1904-01-01										North America;Mexico;Sinaloa;;;;;	North America				Mexico	MX	Sinaloa				North America; Mexico; Sinaloa; ; ; ; ; ; ; ;																																																																			Lontra longicaudis annectens							Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Lontra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens		subspecies				ICZN			
859357979	http://www.vertnet.org/resources/norms.html		en	http://creativecommons.org/publicdomain/zero/1.0	2013-08-07				PhysicalObject	urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen				urn:catalog:AMNH:Mammals:MO-6678	MO-6678				1			male						native				present	Skull, Cranium and Mandible, Not Mounted																							1893-11				1893	11		1893-11-										North America;Mexico;Jalisco;Mascota;;;;	North America				Mexico		Jalisco	Mascota		Mineral San Sebastian	North America; Mexico; Jalisco; Mascota; ; ; ; ; ; ; North America; Mexico; Jalisco; Mascota; ; ; ; ; ; ; Mineral San Sebastian																																																																			Lontra longicaudis annectens							Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Lontra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens		subspecies				ICZN			
859356254	http://www.vertnet.org/resources/norms.html		en	http://creativecommons.org/publicdomain/zero/1.0	2013-08-07				PhysicalObject	urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen				urn:catalog:AMNH:Mammals:MO-6274	MO-6274				1			female						native				present	Skin, Skull, Whole Skin, Cranium and Mandible, Round Skin, Not Mounted							Skin Number: Osteo Catalog 7930																1892-09-04		248	248	1892	9	4	1892-09-04										North America;Mexico;Jalisco;Guadalajara;;;;	North America				Mexico		Jalisco	Guadalajara		Hacienda Artequiza	North America; Mexico; Jalisco; Guadalajara; ; ; ; ; ; ; North America; Mexico; Jalisco; Guadalajara; ; ; ; ; ; ; Hacienda Artequiza																																																																			Lontra longicaudis annectens							Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Lontra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens		subspecies				ICZN			
859322277	http://www.vertnet.org/resources/norms.html		en	http://creativecommons.org/publicdomain/zero/1.0	2013-08-07				PhysicalObject	urn:lsid:biocol.org:col:34925			AMNH	Mammals			PreservedSpecimen				urn:catalog:AMNH:Mammals:MS-7930	MS-7930		A. C. Buller		1			unknown						native				present	Not Mounted							Osteo: Skin Catalog 6274																1893-09-04		247	247	1893	9	4	1893-09-04										North America;Mexico;Jalisco;Guadalajara;;;;	North America				Mexico		Jalisco	Guadalajara		Hacienda Artequiza	North America; Mexico; Jalisco; Guadalajara; ; ; ; ; ; ; North America; Mexico; Jalisco; Guadalajara; ; ; ; ; ; ; Hacienda Artequiza																																																																			Lontra longicaudis annectens							Animalia;Chordata;Mammalia;Carnivora;Mustelidae;Lontra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens		subspecies				ICZN			
686440634	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-14 10:30:33					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8df64394-1ed8-11e3-bfac-90b11c41863e	111978		CLIFTON P L					UN											Skin Complete; false;  Skull Complete; false																							1967-04-20				1967	4	20												North America				MEXICO		JALISCO			PIHUAMO, 20 MI S, 5 MI W OF													18.96163	-103.45576	NAD27							decimal degrees					Slade, Norman	2008-12-11		Google Earth																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686434738	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2021-08-17 16:37:01					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8da1a4db-1ed8-11e3-bfac-90b11c41863e	105878		CLIFTON P L					F											Skull Complete																							1966-02-10				1966	2	10												North America				MEXICO		JALISCO			CUITZAMALA													19.384518	-104.966212	NAD27							decimal degrees					Nadya Moreno Almeraya (CONABIO)	2003-07-01		Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI), (2002) Localidades de la Rep�blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci�n y Viviend																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686429538	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2021-08-17 16:34:51					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8d59c483-1ed8-11e3-bfac-90b11c41863e	100657		CLIFTON P L					F											Skin Complete;  Skull Complete																							1965-04-01				1965	4	1												North America				MEXICO		JALISCO			MASCOTA, 5 MI SSE OF													20.458061	-104.758547	NAD27							decimal degrees					Nadya Moreno Almeraya (CONABIO)	2003-09-01		Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI), (2002) Localidades de la Rep�blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci�n y Viviend																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686419995	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2021-08-17 16:29:29					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8cf810bf-1ed8-11e3-bfac-90b11c41863e	90986		CLIFTON P L					F											Skin Complete;  Skull Complete																							1962-05-28				1962	5	28												North America				MEXICO		SINALOA			CHOIX, 25 KM N, 3 KM W OF													26.934705	-108.3529614	NAD27							decimal degrees					Juan Carlos Hern�ndez Barrios (CONABIO)	2003-06-05		Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI), (2002) Localidades de la Rep�blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci�n y Viviend																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686418941	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-13 14:54:47					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8ce81805-1ed8-11e3-bfac-90b11c41863e	89922		CLIFTON P L					UN											Skin Complete																							1962-01-18				1962	1	18												North America				MEXICO		SINALOA			EL FUERTE													26.41611	-108.61722	NAD27							decimal degrees					Juan Carlos Hern�ndez Barrios (CONABIO)	2003-04-30		Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI), (2002) Localidades de la Rep�blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci�n y Viviend																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686416708	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-13 14:26:52					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8ccddd08-1ed8-11e3-bfac-90b11c41863e	87666		LEE M R					UN											Skin Complete																							1960-07-01				1960	7	1												North America				MEXICO		NAYARIT			RUIZ, 15 KM E OF; NEAR EL VENADO													21.943041	-105.01446	NAD27							decimal degrees					Juan Carlos Hern�ndez Barrios (CONABIO)	2003-03-25		Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI), (2002) Localidades de la Rep�blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci�n y Viviend																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686416707	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-13 14:26:52					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8ccddbbd-1ed8-11e3-bfac-90b11c41863e	87665		LEE M R					UN											Skin Complete;  Skull Complete																							1960-07-01				1960	7	1												North America				MEXICO		NAYARIT			RUIZ, 15 KM E OF; NEAR EL VENADO													21.943041	-105.01446	NAD27							decimal degrees					Juan Carlos Hern�ndez Barrios (CONABIO)	2003-03-25		Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI), (2002) Localidades de la Rep�blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci�n y Viviend																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686414456	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-13 13:57:58					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8cc1e5ae-1ed8-11e3-bfac-90b11c41863e	85406		JONES J K JR					M											Skin Complete																							1960-06-24				1960	6	24												North America				MEXICO		CHIHUAHUA			URIQUE													27.2125	-107.91389	NAD27							decimal degrees					Merchand (CONABIO), Alejandra	2004-02-03		Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI), (2002) Localidades de la Rep�blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci�n y Viviend																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686397223	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-12 19:45:48					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8bf0605f-1ed8-11e3-bfac-90b11c41863e	68063		DICKERMAN R W					UN											Skin Complete																							1951-07-01				1951	7	1												North America				MEXICO		NAYARIT			TEPIC; RIO MOLOLOA													21.51611	-104.89389	NAD27							decimal degrees					Juan Carlos Hern�ndez Barrios (CONABIO)	2003-03-26		Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI), (2002) Localidades de la Rep�blica Mexicana, 2000. Obtenido de Principales Resultados por Localidad. XII Censo de Poblaci�n y Viviend																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686395390	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-12 19:25:01					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8bd61614-1ed8-11e3-bfac-90b11c41863e	66223		DICKERMAN R W					M											Skin Complete																							1955-03-15				1955	3	15												North America				MEXICO		CHIAPAS			CHICOMUCELO (100 KM SE OF COMITAN)													15.7416667	-92.285	NAD27							degrees minutes seconds					Julieta Vargas Cuenca (CNMA)	2004-01-06		Principales Resultados por Localidad, XII Censo de Poblaci�n y Vivienda 2000, Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI)																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686395389	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-12 19:25:00					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8bd6129f-1ed8-11e3-bfac-90b11c41863e	66222		DICKERMAN R W					M											Skin Complete																							1954-09-15				1954	9	15												North America				MEXICO		TABASCO			MACUSPANA													17.7594444	-92.5977778	NAD27							degrees minutes seconds					Hortelano, Yolanda	2004-07-15		Principales Resultados por Localidad, XII Censo de Poblaci�n y Vivienda 2000, Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI)																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686395388	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2021-08-17 16:26:28					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8bd60f29-1ed8-11e3-bfac-90b11c41863e	66221		DICKERMAN R W					M											Skin Complete | Skull Complete																							1955-05-12				1955	5	12												North America				MEXICO		TABASCO			MACUSPANA													17.7594444	-92.5977778	NAD27							degrees minutes seconds					Hortelano, Yolanda	2004-07-15		Principales Resultados por Localidad, XII Censo de Poblaci�n y Vivienda 2000, Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI)																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686395387	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2021-08-17 16:26:04					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8bd60bb1-1ed8-11e3-bfac-90b11c41863e	66220		DICKERMAN R W					M											Skin Complete;  Skull Complete																							1955-02-24				1955	2	24												North America				MEXICO		CHIAPAS			JIQUIPILAS													16.6666667	-93.65	NAD27							degrees minutes seconds					Julieta Vargas Cuenca (CNMA)	2004-01-07		Principales Resultados por Localidad, XII Censo de Poblaci�n y Vivienda 2000, Instituto Nacional de Estad�stica Geograf�a e Inform�tica (INEGI)																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686395285	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-12 19:24:03					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8bd4b80f-1ed8-11e3-bfac-90b11c41863e	66118		J. R. Alcorn					UN											Skin Complete; false																							1955-02-04				1955	2	4												North America				MEXICO		NAYARIT			SAN MARCOS, 1 MI S OF													20.77681	-104.1962	NAD27							decimal degrees					Slade, Norman	2009-01-05		Google Earth																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686361645	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2021-08-17 16:20:56					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				8a3801c7-1ed8-11e3-bfac-90b11c41863e	32225		Walter W. Dalquest					F											Skin Complete | Skull Complete																							1949-04-10				1949	4	10												North America				MEXICO		VERACRUZ			JESUS CARRANZA, 20 KM ENE OF													17.5011111	-94.8380556	NAD27							degrees minutes seconds					Hortelano, Yolanda	2004-03-24		Instituto Nacional de Estad�stica Geograf�a e Inform�tica, (INEGI). Map 1:250,000																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686354007	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2021-08-17 16:20:04					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				89d7caa5-1ed8-11e3-bfac-90b11c41863e	24548		Walter W. Dalquest					M											Skin Complete | Skull Complete																							1948-04-30				1948	4	30												North America				MEXICO		VERACRUZ			JESUS CARRANZA, 38 KM SE OF													17.1869444	-94.7530556	NAD27							degrees minutes seconds					Hortelano, Yolanda	2004-03-24		Instituto Nacional de Estad�stica Geograf�a e Inform�tica, (INEGI). Map 1:250,000																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686354006	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-12 11:24:39					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				89d7c8be-1ed8-11e3-bfac-90b11c41863e	24547		Walter W. Dalquest					M											Skin Complete | Skeleton Complete | Skull Complete																							1948-04-08				1948	4	8												North America				MEXICO		VERACRUZ			JESUS CARRANZA, 35 KM SE OF													17.2061111	-94.7747222	NAD27							degrees minutes seconds					Hortelano, Yolanda	2004-03-24		Instituto Nacional de Estad�stica Geograf�a e Inform�tica, (INEGI). Map 1:250,000																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
686348778	http://biodiversity.ku.edu/research/university-kansas-biodiversity-institute-data-publication-and-use-norms			http://creativecommons.org/licenses/by/4.0/deed.en_US	2010-01-11 23:39:30					http://grbio.org/cool/iakn-125z			KU	KUM	University of Kansas Biodiversity Institute Mammalogy Collection		PreservedSpecimen				89a09bfc-1ed8-11e3-bfac-90b11c41863e	19271		Walter W. Dalquest					UN											Skin Complete																							1946-10-25				1946	10	25												North America				MEXICO		VERACRUZ			PIEDRAS NEGRAS, 15 KM W OF; RIO BLANCO													18.7691667	-96.3247222	NAD27							degrees minutes seconds					Hortelano, Yolanda	2004-03-26		Instituto Nacional de Estad�stica Geograf�a e Inform�tica, (INEGI). Map 1:250,000																																						Lontra longicaudis annectens								Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens									
675771749	http://vertnet.org/resources/norms.html	urn:catalog:TCWC:Mammals:8645. http://ipt.vertnet.org:8080/ipt/resource?r=tcwc_verts.		CC0	2023-11-30		http://portal.vertnet.org/o/tcwc/mammals?id=urn-catalog-tcwc-mammals-8645			urn:lsid:biocol.org:col:34844			TCWC	Mammals		TCWC	PreservedSpecimen				urn:catalog:TCWC:Mammals:8645	8645		Villanueva, J.															present	skin | skull																							1997-01-01		2	2	1997	1	1	1/1/1997										| Mexico | Guerrero |  |  |  |  |	North America				Mexico	MX	Guerrero			ca Acahuizotla, 2500 ft	Mexico | Guerrero | ca Acahuizotla, 2500 ft																																																																			Lontra longicaudis annectens							Carnivora | Mustelidae | Lontra	Animalia	Chordata	Mammalia	Carnivora		Mustelidae				Lontra				longicaudis	annectens		subspecies				ICZN			
