gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
3747048063	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/183945411/original.jpg	https://www.inaturalist.org/photos/183945411					2022-03-17T20:38:05Z	Yabal Alfaro Castillo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Yabal Alfaro Castillo
3747048063	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/183945548/original.jpg	https://www.inaturalist.org/photos/183945548					2022-03-17T20:29:07Z	Yabal Alfaro Castillo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Yabal Alfaro Castillo
3747048063	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/183945396/original.jpg	https://www.inaturalist.org/photos/183945396					2022-03-17T20:27:45Z	Yabal Alfaro Castillo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Yabal Alfaro Castillo
3747048063	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/183945416/original.jpg	https://www.inaturalist.org/photos/183945416					2022-03-17T20:38:37Z	Yabal Alfaro Castillo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Yabal Alfaro Castillo
3747048063	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/183945443/original.jpg	https://www.inaturalist.org/photos/183945443					2022-03-17T20:38:53Z	Yabal Alfaro Castillo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Yabal Alfaro Castillo
3747048063	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/183945421/original.jpg	https://www.inaturalist.org/photos/183945421					2022-03-17T20:38:28Z	Yabal Alfaro Castillo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Yabal Alfaro Castillo
3747048063	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/183945454/original.jpg	https://www.inaturalist.org/photos/183945454					2022-03-17T20:28:47Z	Yabal Alfaro Castillo		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Yabal Alfaro Castillo
3712590400	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/182390321/original.jpeg	https://www.inaturalist.org/photos/182390321					2022-03-03T17:54:41Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3468918322	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/178916617/original.jpeg	https://www.inaturalist.org/photos/178916617					2022-01-14T00:00:00Z	Vallarta Botanical Garden		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Vallarta Botanical Garden
3456913687	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/174835362/original.jpeg	https://www.inaturalist.org/photos/174835362					2021-12-20T00:00:00Z	eder_herpnandez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eder_herpnandez
3456913687	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/174835345/original.jpeg	https://www.inaturalist.org/photos/174835345					2021-12-20T00:00:00Z	eder_herpnandez		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	eder_herpnandez
3456898984	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/170329010/original.jpeg	https://www.inaturalist.org/photos/170329010					2021-11-23T22:21:07Z	angel salinas		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	angel salinas
3456898984	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/170328972/original.jpeg	https://www.inaturalist.org/photos/170328972					2021-11-23T22:21:13Z	angel salinas		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	angel salinas
3456898984	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/170328984/original.jpeg	https://www.inaturalist.org/photos/170328984					2021-11-23T22:21:10Z	angel salinas		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	angel salinas
3456538143	StillImage	image/png	https://inaturalist-open-data.s3.amazonaws.com/photos/170315895/original.png	https://www.inaturalist.org/photos/170315895					2021-11-15T03:56:00Z	Allison Kreis		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Allison Kreis
3456462976	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/171568838/original.jpeg	https://www.inaturalist.org/photos/171568838					2021-12-04T15:45:38Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416168890	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169348738/original.jpg	https://www.inaturalist.org/photos/169348738					2021-11-13T20:27:16Z	josepineda		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	josepineda
3416145382	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/167664254/original.jpeg	https://www.inaturalist.org/photos/167664254					2021-11-06T18:28:04Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416133530	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647513/original.jpeg	https://www.inaturalist.org/photos/169647513					2021-11-20T19:54:06Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
3416133530	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/169647492/original.jpeg	https://www.inaturalist.org/photos/169647492					2021-11-20T19:54:03Z	Luis David Pérez Gracida		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Luis David Pérez Gracida
